SK_ID_CURR,TARGET
100001,0.21079212395527508
100005,0.5564139360922757
100013,0.17428465039063024
100028,0.30212784685812627
100038,0.5510972772626337
100042,0.28825853084817943
100057,0.022974987881558936
100065,0.1526578628161215
100066,0.07541877636254811
100067,0.5038163470120295
100074,0.40524203741402975
100090,0.24878978508680966
100091,0.5983449695603065
100092,0.3495896880449897
100106,0.3583607092113814
100107,0.6257151738065239
100109,0.2891539153670282
100117,0.1576804484183254
100128,0.522966576914653
100141,0.33322062064294217
100150,0.2276408593357343
100168,0.06488823025602232
100169,0.22130906580193932
100170,0.5729620993037212
100171,0.3911776832571407
100172,0.524499462941989
100184,0.5326474053538502
100187,0.39917955772256997
100212,0.21504021277611757
100222,0.35649665250499324
100223,0.20644264288544692
100232,0.041374205796592345
100241,0.5341453953788
100245,0.19473195190072803
100253,0.15053662933254222
100256,0.39448273144695395
100271,0.05895260385218146
100278,0.7050159525689322
100280,0.025390676038013246
100306,0.6114848933978615
100311,0.4129297536631275
100312,0.19714845282106794
100330,0.5016144841180126
100331,0.24176765738559516
100352,0.5800960484548765
100358,0.47466636714516813
100367,0.10458904741198038
100382,0.5665438483043191
100384,0.6214851071907126
100385,0.4547683902541088
100386,0.2965434153599124
100399,0.32743670057679625
100404,0.233923192650221
100416,0.06430263753249005
100422,0.1661802384112964
100426,0.26639667441177484
100438,0.22921280446996548
100444,0.5238108109312655
100445,0.5182807192242884
100446,0.3865588161495301
100447,0.18091409614589382
100450,0.5805554940390292
100466,0.11030164661439862
100483,0.16006238298613534
100484,0.21655277813091905
100494,0.30166040791645243
100510,0.5658556916037549
100512,0.06299147011333657
100517,0.2287303178402692
100548,0.1428754874385053
100551,0.3809850142654518
100552,0.4645588214307334
100553,0.09565811422460906
100561,0.5734248168317849
100568,0.716782697676908
100569,0.11121096470333629
100591,0.5193425090978374
100592,0.19251707700067874
100602,0.24623964531941903
100607,0.4019316188073504
100613,0.46428768136157506
100617,0.4816414139127054
100618,0.5020627527182315
100622,0.38864095065849114
100625,0.42092971939474333
100677,0.517566148025474
100699,0.30079165109386
100702,0.6959788020457
100711,0.27181128321105463
100729,0.5475843532826038
100740,0.6106313836043732
100744,0.5659127315336674
100745,0.3269786835668021
100747,0.45039549014530617
100751,0.7093730335780578
100752,0.20023002562621184
100753,0.5947076118574948
100754,0.6507930304022373
100760,0.2972545072593892
100762,0.5297776585231488
100763,0.20652900080828449
100765,0.1404030673579436
100770,0.4752715801244767
100772,0.2359923832540839
100777,0.20317839632019427
100791,0.11002481130604297
100792,0.03146992324596039
100797,0.27187881897958865
100823,0.2456613961997538
100826,0.21546291530181816
100830,0.2576528129877146
100836,0.6436119368684111
100872,0.3857187171001583
100910,0.3446236835422608
100913,0.5188615052529039
100918,0.12850277672758847
100931,0.05978214418040502
100952,0.20591821921312037
100953,0.14495586219254253
100965,0.5568937591278805
100970,0.17780328063322723
100982,0.640501607890011
100983,0.6790674210309335
100984,0.37425809498357254
100987,0.23253359296685155
100997,0.3833231292740391
100998,0.6568332044067845
101002,0.2658255793010804
101005,0.5252963155414863
101008,0.692811175678338
101020,0.32532581307186553
101021,0.4251415807085047
101024,0.32459608362003584
101025,0.6645598454284057
101026,0.2201859842641862
101031,0.0710421129148261
101041,0.10176150372290847
101051,0.007125058939332185
101055,0.41284131967518084
101056,0.6326730868011962
101057,0.21102315983564904
101064,0.12172517841977608
101079,0.46153811739826434
101087,0.03027665439678117
101090,0.25039929625704327
101092,0.48886200004712604
101097,0.5705395433783224
101099,0.18154318751935108
101107,0.5544501207517262
101118,0.29001215284263804
101125,0.5017206741845605
101126,0.041659647401730414
101128,0.04355170739070865
101136,0.31809060105579806
101140,0.5896942787328189
101149,0.427809543753495
101160,0.6030870091126418
101169,0.5976033283678374
101181,0.3226835933515773
101186,0.039385167072283615
101190,0.2376944432687244
101193,0.47831860904477763
101194,0.566247389994448
101198,0.5821374831024002
101200,0.16340900045170273
101204,0.10292634378778893
101211,0.4693528830575523
101213,0.3084534081207989
101223,0.18367198198244108
101225,0.5460169625744142
101237,0.3014577790403923
101243,0.45361761999241773
101244,0.48234661163847503
101258,0.20452410899798776
101259,0.5691671811977465
101268,0.5692422374628634
101269,0.2210917080669095
101271,0.15820386146813825
101279,0.2298051355157556
101281,0.6574706643058978
101287,0.2488567870201067
101292,0.2910196614798281
101294,0.1984038239747014
101296,0.51001546724035
101297,0.10825841494726775
101299,0.12281009071378622
101301,0.2147656063165044
101305,0.49610938473541794
101308,0.6320491249347953
101318,0.03217449507574954
101327,0.6361971314313052
101329,0.04549428825481951
101332,0.4321007692091192
101337,0.2513277861114604
101343,0.18532921384301007
101345,0.14207946651502398
101346,0.06866948952555385
101353,0.14415038116101095
101354,0.5858775560210444
101355,0.5769637900114367
101356,0.14685392581659645
101362,0.4065526437617798
101363,0.7168020963072335
101365,0.14744660636889306
101366,0.3824264829546389
101367,0.7039909655712674
101368,0.0334888640059326
101374,0.5783542899017056
101380,0.09184237822257935
101383,0.2805365159223429
101398,0.13619988531777602
101399,0.6367860616137906
101401,0.6288850386468634
101412,0.45425589757903145
101426,0.40220598363141924
101427,0.7162192720731657
101428,0.6227120561214325
101429,0.5745704557077528
101434,0.17071715924380315
101440,0.6379770635107301
101448,0.4395717845877687
101449,0.3525211471293061
101465,0.2681014815501498
101467,0.13755222751229818
101472,0.4181504509535837
101478,0.5828964621673468
101497,0.3985664625338117
101504,0.22671300641422906
101547,0.06369221617692393
101548,0.47820893056892466
101555,0.460360912527469
101570,0.07366282077416536
101572,0.28863934855829293
101578,0.364789212084628
101580,0.5571933540914269
101588,0.5528358341024934
101602,0.3112999270397185
101610,0.5098547002266687
101614,0.23416885814226884
101616,0.1970230202083873
101643,0.5444591128132809
101644,0.3114648030315957
101649,0.18503113736929983
101650,0.41912631839769654
101665,0.06333405823595381
101667,0.5057340290569088
101669,0.39461275170689725
101674,0.456300270973862
101675,0.021969096705939755
101678,0.5193990921969414
101682,0.16447412681301335
101686,0.1869020026842805
101697,0.6921212786695805
101700,0.7119463936388054
101711,0.18790618920341096
101714,0.28062998357079905
101715,0.6640875634332409
101728,0.15864793611880243
101732,0.349556593471585
101757,0.5207843306670557
101758,0.21034517463762542
101759,0.3676198280290694
101762,0.10862051416667208
101764,0.4550741528343099
101780,0.6270285300729987
101784,0.06968962725492424
101789,0.1224735882577813
101816,0.362896332273866
101819,0.3800829478800902
