SK_ID_CURR,TARGET
100001,0.04134565094881147
100005,0.1467779328624667
100013,0.029792204912184397
100028,0.04295583793915153
100038,0.1622502676435534
100042,0.04665177800342958
100057,0.005882567079299624
100065,0.028369239860146053
100066,0.01187835257916917
100067,0.08988252264943487
100074,0.08056665225007141
100090,0.034657778641192585
100091,0.17640775635306488
100092,0.05117597107517012
100106,0.055369512985117345
100107,0.1930027384559532
100109,0.043254991356200236
100117,0.023704725827721814
100128,0.08985800633681154
100141,0.02427350600498873
100150,0.0388954646929185
100168,0.01137888011135482
100169,0.03805919449263022
100170,0.19063040667542597
100171,0.0752805418219877
100172,0.12077276480648477
100184,0.0672419790107547
100187,0.05588082468762948
100212,0.02759206126374311
100222,0.06069279799806121
100223,0.01923742003621052
100232,0.010250698341353363
100241,0.13476888575508625
100245,0.02436935273246065
100253,0.0227315766514312
100256,0.07579133870144006
100271,0.013127278833606374
100278,0.4257495541602939
100280,0.011749554275253843
100306,0.22725471972682293
100311,0.11522520412023754
100312,0.02023909106772171
100330,0.1569178979537783
100331,0.023757568978073105
100352,0.1221632784198659
100358,0.06444419451648842
100367,0.019628903305243202
100382,0.12244855420499923
100384,0.12904723048606473
100385,0.07182134997003539
100386,0.03230243412918047
100399,0.03470299868331074
100404,0.028861701856295215
100416,0.014604179363974266
100422,0.026564069395236728
100426,0.02681176844410941
100438,0.029964856508207426
100444,0.11355960017705474
100445,0.12392069003031415
100446,0.05840942819339737
100447,0.016268064940836085
100450,0.17234251883505228
100466,0.015372229233295988
100483,0.018709979055267955
100484,0.026319058299745707
100494,0.05032711423713672
100510,0.1314662532152277
100512,0.012755433701409486
100517,0.021357139865772316
100548,0.020625234069215535
100551,0.0425678287893
100552,0.0837871640644044
100553,0.014089358474445443
100561,0.13176920229785952
100568,0.3386005468719641
100569,0.01581540524371161
100591,0.10697225346244724
100592,0.026394907465794724
100602,0.031732767021321495
100607,0.0734585688334187
100613,0.062014653687217106
100617,0.08373857954802272
100618,0.09085455830518158
100622,0.05902678054629411
100625,0.1198162478209942
100677,0.09100324621279143
100699,0.0338036821158807
100702,0.3693551864118615
100711,0.025071069809026333
100729,0.13521289359778815
100740,0.17609869814745435
100744,0.14625467354071486
100745,0.04324484536686816
100747,0.07610297858168229
100751,0.41927453381324736
100752,0.04073411777031751
100753,0.19783842458168588
100754,0.27021324397367774
100760,0.0356955742485265
100762,0.09054726563239524
100763,0.02472872650759641
100765,0.0157929886205949
100770,0.09174097194279685
100772,0.027142276991127444
100777,0.0212577685087875
100791,0.020495673104640417
100792,0.009892217967547952
100797,0.03257989212544948
100823,0.04975135895767191
100826,0.02887618793157514
100830,0.03421302215176479
100836,0.1604873577913904
100872,0.056999249102375873
100910,0.03535949184861294
100913,0.06763032490742332
100918,0.01525138415603058
100931,0.008612529772368926
100952,0.027988685333530258
100953,0.020301108132489802
100965,0.16164397070075082
100970,0.020986164180783747
100982,0.19231503628618227
100983,0.3517791878567308
100984,0.06223747780638707
100987,0.03002948842297692
100997,0.051596828851747344
100998,0.22537100466579774
101002,0.030132824218991612
101005,0.1226393074866515
101008,0.4527099117343102
101020,0.04616733046720459
101021,0.06750925422931012
101024,0.02828790899934773
101025,0.2054099336171613
101026,0.04507505396915987
101031,0.012441885608760892
101041,0.0175881296267933
101051,0.005197593122499302
101055,0.07489436195553534
101056,0.2555705401331271
101057,0.021701442043233647
101064,0.014382324585033792
101079,0.06818325170231926
101087,0.008585170822427327
101090,0.028279012177541023
101092,0.07439971070858
101097,0.12360688756060735
101099,0.02210332215955596
101107,0.12379912781086397
101118,0.02162409891875566
101125,0.08913609172372808
101126,0.00800900065923092
101128,0.01108124752662663
101136,0.03429112073185008
101140,0.238761650248222
101149,0.07790245143417537
101160,0.11001979073761523
101169,0.1920038472883757
101181,0.035547441282340116
101186,0.009299415761421641
101190,0.028670584565163505
101193,0.09554527256959344
101194,0.06893021866296256
101198,0.20649413244862655
101200,0.01996925027763182
101204,0.013763153759401178
101211,0.05851524661565187
101213,0.03726242214797055
101223,0.019823803801650827
101225,0.11766012784096401
101237,0.04319462273813102
101243,0.06360827337492853
101244,0.08510473021646078
101258,0.01759696080569493
101259,0.12968855058705073
